,Questions,Answers,Label
444,when does yoga commence?,"now, the teachings of yoga are presented since the student is ready to received these teachings.",0
445,when should i start doing yoga?,"now, the teachings of yoga are presented since the student is ready to received these teachings.",0
446,what is the purpose of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
447,what is the end result of yoga practice?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
448,what is the usual state of our awareness?,pure awareness can recognize its independence from the fundamental qualities of nature when ultimate dispassion is achieved.,0
449,how does the mind behave when it is not controlled?,"an object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?",0
450,what are the different types of thoughts?,"these five types of mental patters are right perception, misperception, conceptualization, deep sleep, and memory.",0
451,how many types of mental modifications are there?,"these five types of mental patters are right perception, misperception, conceptualization, deep sleep, and memory.",0
452,into how many categories can our thoughts be divided?,"initially, the process of stilling the mind involves four levels of elevated cognition, including analytical thinking, insight, bliss, and the sense of self.",0
453,what are the five types of mental modifications?,"these five types of mental patters are right perception, misperception, conceptualization, deep sleep, and memory.",0
454,what are the five kinds of thoughts in yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
455,what constitutes right perception?,"right perception arises from direct observation, inference, or the words of others.",0
456,what are the methods to acquire right perception?,"right perception arises from direct observation, inference, or the words of others.",0
457,what is right perception?,"right perception arises from direct observation, inference, or the words of others.",0
458,what is wrong knowledge?,"false knowledge arises from misperception, which is not based on reality.",0
459,what is error?,"ignorance is the state where one confuses impermanence, impurity, distress, and non self with permanence, purity, happiness, and self.",0
460,define imagination?,"imagination is a product of language-based knowledge, rather than direct experience with the physical world.",0
461,what is imagination?,"imagination is a product of language-based knowledge, rather than direct experience with the physical world.",0
462,what is fantasy?,"imagination is a product of language-based knowledge, rather than direct experience with the physical world.",0
463,define the state of mind in sleep?,"these five types of mental patters are right perception, misperception, conceptualization, deep sleep, and memory.",0
464,what is sleep state?,the pattern of deep sleep is rooted in the perception that everything ceases to exist.,0
465,is sleep a mental modification?,reflecting on insights gained while asleep and dreaming can be a source of guidance too.,0
466,define memory?, 'remembering' refers to the act of retaining past experiences in memory.,0
467,what is memory?, 'remembering' refers to the act of retaining past experiences in memory.,0
468,what are the methods to achieve the goal of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
469,what are the methods to quieten the fluctuations of the mind?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
470,what are the means to calm your thoughts?,experiencing thoughts that are luminous and free of sorrow can also aid in achieving stillness of mind.,0
471,what is the importance of practice and dispassion?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
472,define practice?,practice involves the persistent effort to abide in 'elevated' state.,0
473,what is 'practice'?,practice involves the persistent effort to abide in 'elevated' state.,0
474,?,contentment brings an unmatched sense of joy.,0
475,define the characteristics of 'practice'?,skillful and continuous cultivation of this 'practice' with devotion establishes firm roots over time.,0
476,what are the features of 'practice'?,practice involves the persistent effort to abide in 'elevated' state.,0
477,what kind of practice quietens the fluctuations of the mind?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
478,what constitutes dispassion or detachment?,"complete dispassion occurs when one no longer becomes attached to anything, whether perceived (seen & heard) directly or learned.",0
479,what are the characteristics of dispassion?,"complete dispassion occurs when one no longer becomes attached to anything, whether perceived (seen & heard) directly or learned.",0
480,what are the signs of successful dispassion?,"those who earnestly seek liberation will find that realization is within reach, depending on the intensity of their practice.",0
481,what is the attribute of an elevated level of dispassion?,practice involves the persistent effort to abide in 'elevated' state.,0
482,what happens when highest level of dispassion is reached?,"complete dispassion occurs when one no longer becomes attached to anything, whether perceived (seen & heard) directly or learned.",0
483,what are the levels of meditative absorbtion?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
484,what are the stages of meditative absorbtion?,"when these impressions too come to an end, and the movement of consciousness is entirely pacified, this stage of 'impressionless' consciousness is termed as 'seedless' meditative absorption.",0
485,what is the last level of meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
486,what happens at the highest level of meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
487,?,contentment brings an unmatched sense of joy.,0
488,what happens if the meditative absorption is incomplete? ,"complete absorption in any object, whether subtlest and (macroscopic or) microscopic , is possible through meditation.",0
489,what are the various paths to realisation?,another pathway to realization involves being directed toward the ideal of pure awareness i.e. ishvara or god.,0
490,does intense practice help in achieving realisation?,practice involves the persistent effort to abide in 'elevated' state.,0
491,what are the various levels of yoga practice?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
492,what is the other singular path to achieve the (highest level of) meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
493,do yogis believe in god?,"however, this insight does not extend to the object (alambana*) of their perceptions since it (the object) is not actually the subject matter of the one who is focussing (i.e. the yogi).",0
494,does praying to god help in yoga?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
495,how does praying to god help?,devotion towards god or ishvara* bestows the competence to attain samadhi* (liberation).,0
496,what is the nature of god? ,self-reflection strengthens the connection with one's personal deity.,0
497,describe the characteristics of god?,"ishvara or god is a unique and incorruptible manifestation of pure awareness that is completely independent of cause and effect, and devoid of any latent impressions.",0
498,who is considered as the primordial teacher?,"being beyond time, isvara or god is revered as the primoridial master by the ancients.",0
499,who is considered as the original teacher?,"only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",0
500,who is considered as the primordial master?,"being beyond time, isvara or god is revered as the primoridial master by the ancients.",0
501,who is considered as the original master?,"being beyond time, isvara or god is revered as the primoridial master by the ancients.",0
502,who is considered as the primordial guru?,"being beyond time, isvara or god is revered as the primoridial master by the ancients.",0
503,who is considered as the original guru?,"being beyond time, isvara or god is revered as the primoridial master by the ancients.",0
504,what name represents god?,"isvara or god is symbolized by the sacred sound of ""om"".",0
505,what sound represents god?,"isvara or god is symbolized by the sacred sound of ""om"".",0
506,what is god's name?,"ishvara or god is a unique and incorruptible manifestation of pure awareness that is completely independent of cause and effect, and devoid of any latent impressions.",0
507,how should one take the name of god?,self-reflection strengthens the connection with one's personal deity.,0
508,what is the effective way to utter the name of god?,"isvara or god is symbolized by the sacred sound of ""om"".",0
509,what is the benefit of taking the name of god?,self-reflection strengthens the connection with one's personal deity.,0
510,what happens if one utters god's name in the prescribed manner?,"ishvara or god is a unique and incorruptible manifestation of pure awareness that is completely independent of cause and effect, and devoid of any latent impressions.",0
511,how many kinds of distractions of mind are there?,"these five types of mental patters are right perception, misperception, conceptualization, deep sleep, and memory.",0
512,what are the types of barriers in the path of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
513,what are the effects of a distracted mind?,"these distractions may result in feelings of distress, depression, or an inability to maintain steadiness of posture or breathing (uncontrolled inhalations & exhalations).",0
514,what symptoms create the barriers on the path of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
515,what singular factor can alleviate the distractions of mind?,concentration/attention is focusing on a single place.,0
516,how can one combat distractions of mind and its accompanying symptms?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
517,what are the other means to calm mental distractions?,"these distractions may result in feelings of distress, depression, or an inability to maintain steadiness of posture or breathing (uncontrolled inhalations & exhalations).",0
518,what constitutes emotional intelligence in yoga?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
519,?,contentment brings an unmatched sense of joy.,0
520,how to calm the mental distractions through breath control? ,"these distractions may result in feelings of distress, depression, or an inability to maintain steadiness of posture or breathing (uncontrolled inhalations & exhalations).",0
521,how to calm the mind using the senses?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
522,what are some other means to calm mental distractions?,"these distractions may result in feelings of distress, depression, or an inability to maintain steadiness of posture or breathing (uncontrolled inhalations & exhalations).",0
523,how can we achieve stillness of mind?,experiencing thoughts that are luminous and free of sorrow can also aid in achieving stillness of mind.,0
524,does holy company help in yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
525,can dreams help in yoga?,reflecting on insights gained while asleep and dreaming can be a source of guidance too.,0
526,are dreams relevant for yoga?,the purpose of yoga is to quieten the fluctuations of the chitta (mind).,0
527,can focus on anything of one's (satvik) choice help in calming the mind?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
528,can we focus of something of our choice?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
529,what should we focus on during meditation?,focusing on things/people that do not inspire attachment can be a helpful technique in meditation.,0
530,how should we medidate?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
531,what kind of ability is gained by those who have controlled their mental distractions?,"obstacles such as sickness, apathy, doubt, carelessness, laziness, hedonism, delusion, lack of progress, and inconstancy all serve as distractions that clouds consciousness and act as barriers.",0
532,what powers accrue when one calms down their mind?,"in order to quiet the fluctuations of the mind, one needs - practice and dispassion.",0
533,what are the qualities of a mind ready for higher level of meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
534,what is samapatti?,"in the state of 'savitarka samapatti'* i.e. samapatti* with physical awareness constitutes with liguistic idea of word, meaning and idea.",0
535,what are the stages of cognition for a mind ready for meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
536,what is savitarka samapatti?,"in the state of 'savitarka samapatti'* i.e. samapatti* with physical awareness constitutes with liguistic idea of word, meaning and idea.",0
537,how does the cognition of a mind at the higher level of mediative absorption appear?,"although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",0
538,what is nirvitarka samapatti?,"in the state of 'savitarka samapatti'* i.e. samapatti* with physical awareness constitutes with liguistic idea of word, meaning and idea.",0
539,what is/are the subject matter of the mind at the higher levels of meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
540,what is savichara state?,"similarly, the states of 'savichara'* and 'nirvichara'* have objects of contemplation which are subtle in nature.",0
541,what is nirvichara state?,"(among these four stages) once the stage of nirvichara* is comprehended, the nature of the self is illuminated.",0
542,what are the details of the subject matter of the mind at the higher levels of meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
543,what name is given to the all these higher level of meditative absorption collectively?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
544,what are the higher levels of meditative absorption collectively reffered to as?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
545,what is sabija samadhi?,devotion towards god or ishvara* bestows the competence to attain samadhi* (liberation).,0
546,what are the four stages of sabija samadhi?,the aim of this path of action is to eliminate the roots of suffering and accomplish samadhi* (an advanced meditative state).,0
547,what happens if one successfully goes past these higher level of meditative absorption?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
548,what happens when the state of nirvichara is achieved?,"(among these four stages) once the stage of nirvichara* is comprehended, the nature of the self is illuminated.",0
549,how does the mind behave once passed the higher levels of meditation?,"initially, the process of stilling the mind involves four levels of elevated cognition, including analytical thinking, insight, bliss, and the sense of self.",0
550,what special quality is bestowed once the mind succesfully achieves the higher levels of meditation?,meditative absorption in any desired (sattvik) object of one's choice can lead to a state of deep concentration and awareness.,0
551,can one fall even after reaching nirvichara state?,"(among these four stages) once the stage of nirvichara* is comprehended, the nature of the self is illuminated.",0
552,what is special about the knowledge gained after reaching nirvichara state?,"(among these four stages) once the stage of nirvichara* is comprehended, the nature of the self is illuminated.",0
553,can other impressions arise even after reaching the nirvichara state?,"(among these four stages) once the stage of nirvichara* is comprehended, the nature of the self is illuminated.",0
554,what happens when the impressions present in the nirvichara state come to an end?,"(among these four stages) once the stage of nirvichara* is comprehended, the nature of the self is illuminated.",0
555,what is kriya yoga?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
556,what constitutes kriya yoga?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
557,is devotion to god a part of yoga?,devotion towards god or ishvara* bestows the competence to attain samadhi* (liberation).,0
558,is devotion to god a part of kriya yoga?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
559,what does a (successful) practice of kriya yoga leads to?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
560,what are the effects of kriya yoga?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
561,what are the fruits of kriya yoga?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
562,how can we eliminate suffering?,"however, it is possible to prevent suffering from arising altogether.",0
563,what are kleshas?,these kleshas* (sufferings) are very subtle (hence not easily erased). they are eliminated only when the mind merges into its orgin.,0
564,what are the barriers on the path of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
565,how many kinds of barriers occur in the path of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
566,what are the causes of suffering?,"the roots of suffering include - ignorance, the sense of 'i', attachment, aversion, and fear of death.",0
567,why do we suffer?,"the roots of suffering include - ignorance, the sense of 'i', attachment, aversion, and fear of death.",0
568,what is the origin of kleshas?,these kleshas* (sufferings) are very subtle (hence not easily erased). they are eliminated only when the mind merges into its orgin.,0
569,what is the fundamental causative factor of the barriers to yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
570,what is the breeding ground for kleshas?,"as long as the root source i.e. klesha (suffering) exists, its contents will continue to result as - type of birth, span of life, and experience of life.",0
571,what are the different kinds of sufferings?,"the roots of suffering include - ignorance, the sense of 'i', attachment, aversion, and fear of death.",0
572,what is ignorance?,"ignorance is the state where one confuses impermanence, impurity, distress, and non self with permanence, purity, happiness, and self.",0
573,what happens in a state of ignorance?,"ignorance is the state where one confuses impermanence, impurity, distress, and non self with permanence, purity, happiness, and self.",0
574,what is the state of confusion?,"ignorance is the state where one confuses impermanence, impurity, distress, and non self with permanence, purity, happiness, and self.",0
575,what is ego?,assembly of chitta (mind) is done by ego only. ,0
576,what is attachment?,attachment is the cause of pleasurable experiences.,0
577,what is the cause of desire?,attachment is the cause of pleasurable experiences.,0
578,what is the cause of pleasure?,attachment is the cause of pleasurable experiences.,0
579,what is aversion?,aversion is a cause of suffering(s).,0
580,what is the cause of sufferings?,the root cause of all suffering is the mistaken belief that pure awareness and the perception of awareness are inseparable.,0
581,do the wise also fear death?,"the roots of suffering include - ignorance, the sense of 'i', attachment, aversion, and fear of death.",0
582,when does one get rid of kleshas?,these kleshas* (sufferings) are very subtle (hence not easily erased). they are eliminated only when the mind merges into its orgin.,0
583,is it possible to destroy kleshas?,these kleshas* (sufferings) are very subtle (hence not easily erased). they are eliminated only when the mind merges into its orgin.,0
584,is it possible to end our suffering?,"however, it is possible to prevent suffering from arising altogether.",0
585,how does meditation help in eliminating suffering?,the aim of this path of action is to eliminate the roots of suffering and accomplish samadhi* (an advanced meditative state).,0
586,what is the relationship between kleshas and samskaras?,the removal (of these previous samskaras) is said to be like (the removal) of the klesa afflictions.,0
587,what are the effects of kleshas?,these kleshas* (sufferings) are very subtle (hence not easily erased). they are eliminated only when the mind merges into its orgin.,0
588,how does kleshas affect the experience of life?,"through meditation, the fluctuations of mind that arise due to these kleshas* (sufferings) can be terminated.",0
589,why are kleshas considered to be strong barriers in the path of yoga? ,from this comes the cessation of the klesas (impediments to yoga) and karma.,0
590,is it possible to prevent sorrow from arising in our mind?,experiencing thoughts that are luminous and free of sorrow can also aid in achieving stillness of mind.,0
591,what is the fundamental reason of sorrow?,"the roots of suffering include - ignorance, the sense of 'i', attachment, aversion, and fear of death.",0
592,what is the root cause of sorrow?,"the roots of suffering include - ignorance, the sense of 'i', attachment, aversion, and fear of death.",0
593,what are the characteristics of drishya (the seen)?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
594,what is the relationship between the seer and the seen (drasta and the drishya)?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
595,what is the world composed of?,"the phenomenal world that awareness perceives is characterized by luminosity (sattva), activity (rajas), and inertia (tamas), and is composed of - elements and senses, and serves the purpose of both sensual experience as well as liberation (to drasta*).",0
596,what is the cause of sensual experience?,attachment is the cause of pleasurable experiences.,0
597,what are the levels of drishya (the seen)?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
598,what are the levels of nature?,"the various levels of existence - whether they are  differentiated, undifferentiated, distinct or indistinct - are all expressions of the basic characteristics inherent in nature (gunas*).",0
599,?,contentment brings an unmatched sense of joy.,0
600,what are the attributes of drishta (the seer)?,"pure awareness (drashta*) is simply the act of seeing (hence called seer), but it typically appears to function through the perceiving mind despite its purity.",0
601,what are the attributes of consciousness?,"by concentrating with utmost discipline on the heart, one can comprehend the essence of consciousness.",0
602,what are the attributes of awareness?,pure awareness can recognize its independence from the fundamental qualities of nature when ultimate dispassion is achieved.,0
603,is the drasta and the drishya interdependent?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
604,why did god create the world?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
605,why did god create the universe?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
606,why does the drishya perpetuates?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
607,does the drishya end?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
608,does the world cease to exist when we achieve moksha?,"once this realization occurs, the phenomenal world ceases to be for them, but remains a common reality for the (non-realized) others.",0
609,does the world cease to exist when we achieve liberation?,"ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",0
610,does the world cease to exist when we achieve realisation?,"once this realization occurs, the phenomenal world ceases to be for them, but remains a common reality for the (non-realized) others.",0
611,what is the nature of the coupling or the association between the drashta and the drishya?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
612,what is the reason of the conjuntion between the drashta and the drishya?,the purpose of the phenomenal world (drashya*) is essentially to reveal this truth (for the seer).,0
613,what causes purusha to get associated with prakriti?,"the permutations of the mind are always known to its master, the purusa soul, because of the soul's unchanging nature.",0
614,what is kaivalya?,the state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,0
615,what happens in the state of liberation?,"ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature.",0
616,what is state of liberation with respect to drasta and drishya?,"unflinching discriminative discernment (between the seer and the seen) is the path to liberation (not the final state yet, this is the upper stage of ritambhara pragya (1.48) where even this prayga ceases).",0
617,how can purusha be disassociated with prakriti?,the removal (of these previous samskaras) is said to be like (the removal) of the klesa afflictions.,0
618,what path leads one to kailvalya or liberation?,the state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,0
619,what trait is required to get on the path towards liberation?,"those who earnestly seek liberation will find that realization is within reach, depending on the intensity of their practice.",0
620,what path is to be followed after the mind gets established in the higher levels of meditation (ritambhara pragya)?,"unflinching discriminative discernment (between the seer and the seen) is the path to liberation (not the final state yet, this is the upper stage of ritambhara pragya (1.48) where even this prayga ceases).",0
621,how many cognitive levels does the path towards liberation have?,"those who earnestly seek liberation will find that realization is within reach, depending on the intensity of their practice.",0
622,what practice leads on to the path towards liberation?,"those who earnestly seek liberation will find that realization is within reach, depending on the intensity of their practice.",0
623,what is the tool which enables one to cover the path towards liberation?,"those who earnestly seek liberation will find that realization is within reach, depending on the intensity of their practice.",0
624,how does yoga establish one on the path towards liberation?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
625,what constitutes astanga yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
626,how many limbs does yoga have?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
627,what are the names of the limbs of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
628,what is the eightfold path of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
629,what are social disciplines?,"the five social disciplines are non-violence, being truthful, not stealing, practicing celibacy, and avoiding materialism.",0
630,how many social disciplines are there?,"the five social disciplines are non-violence, being truthful, not stealing, practicing celibacy, and avoiding materialism.",0
631,what constitutes social disciplines?,"the five social disciplines are non-violence, being truthful, not stealing, practicing celibacy, and avoiding materialism.",0
632,what are the names of social disciplines?,"the five social disciplines are non-violence, being truthful, not stealing, practicing celibacy, and avoiding materialism.",0
633,what are yamas?,"however, this insight does not extend to the object (alambana*) of their perceptions since it (the object) is not actually the subject matter of the one who is focussing (i.e. the yogi).",0
634,what is yama?,perfect discipline (samayama*) enables one to gain insight into the movements/speed of the stars by focusing on the polestar.,0
635,when does social disciplines become firmly established?,"the five social disciplines are non-violence, being truthful, not stealing, practicing celibacy, and avoiding materialism.",0
636,when does social disciplines become unshakable vows?,"the five social disciplines are non-violence, being truthful, not stealing, practicing celibacy, and avoiding materialism.",0
637,how many personal observances are there?,"the five personal observances are purifying the body, cultivating contentment, practicing austerity, self-study, and devotion to god.",0
638,what are niyamas?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
639,what constitutes personal observances?,"the five personal observances are purifying the body, cultivating contentment, practicing austerity, self-study, and devotion to god.",0
640,what are the names of all personal observances?,"the five personal observances are purifying the body, cultivating contentment, practicing austerity, self-study, and devotion to god.",0
641,what is niyama?,"kriya yoga comprises of self discipline, study of self, and devotion towards ishvara.",0
642,what should be done to combat the negative feelings towards the practice of social disciplines and personal observances?,"the five social disciplines are non-violence, being truthful, not stealing, practicing celibacy, and avoiding materialism.",0
643,what are the features of negative feelings?,negative thoughts can be countered by developing positive ones.,0
644,what are the details of the negative feelings one encounters on the path of yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
645,what kind of negative feelings one faces in the path of yoga and how to counter them?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
646,what are the merits of practicing non-violence?,"when one is strongly rooted in non-violence, it fosters an environment (around that yogi) where others resign their hatred.",0
647,what happens when one gets firmly established in the virtue of non-violence?,"when one is strongly rooted in non-violence, it fosters an environment (around that yogi) where others resign their hatred.",0
648,what are the merits of practicing truthfulness?,"those who become firmly rooted in truthfulness, experience every action and its outcome in accordance with the truth.",0
649,what happens when one gets firmly established in the virtue of truthfulness?,"those who become firmly rooted in truthfulness, experience every action and its outcome in accordance with the truth.",0
650,what are the benefits of non-stealth?,"then, the concealer of the illumination (sattva*) fades.",0
651,what happens when one firmly refrains from stealing?,"for those established in the virtue of non-stealing (or not accepting which is not their's), entire treasures are revealed.",0
652,what is the worth of unshakable celibacy?,celibacy when deeply ingrained secures energy.,0
653,is celibacy useful in spirituality?,celibacy when deeply ingrained secures energy.,0
654,is celibacy useful?,celibacy when deeply ingrained secures energy.,0
655,what is the reward of establishing oneself in the virtue of non-hoarding?,"practicing cleanliness, one becomes free from the body's compulsions and from the need of (physically) associating with others.",0
656,can we remember our past births?, 'remembering' refers to the act of retaining past experiences in memory.,0
657,what are the benefits of practicing (physical) cleanliness?,"developing sattva through the practice of cleanliness (mental purification) leads to radiance, increased ability to focus, sense control, and ability for self-awareness.",0
658,what are the benefits of mental cleanliness?,"practicing cleanliness, one becomes free from the body's compulsions and from the need of (physically) associating with others.",0
659,what is the reward of cultivating contentment?,skillful and continuous cultivation of this 'practice' with devotion establishes firm roots over time.,0
660,what are the benefits of successful practice of austerity (intense discipline)? ,practice involves the persistent effort to abide in 'elevated' state.,0
661,what is the merit of self reflection (self-study)?,self-reflection strengthens the connection with one's personal deity.,0
662,how can strengthen our relation with god?,self-reflection strengthens the connection with one's personal deity.,0
663,what is the reward for devotion towards god?,devotion towards god or ishvara* bestows the competence to attain samadhi* (liberation).,0
664,what is the reward for devotion towards ishvara?,devotion towards god or ishvara* bestows the competence to attain samadhi* (liberation).,0
665,what qualifies as psychophysical posture?,the body should actualize both steadiness and ease during a psychophysical posture.,0
666,what are the qualities of psychophysical posture?,the body should actualize both steadiness and ease during a psychophysical posture.,0
667,what is the means to achieve psychophysical posture?,the body should actualize both steadiness and ease during a psychophysical posture.,0
668,what is the method to establish oneself in psychophysical posture?,the body should actualize both steadiness and ease during a psychophysical posture.,0
669,what is the marker to gauge the success in psychophysical posture?,the body should actualize both steadiness and ease during a psychophysical posture.,0
670,what is the fruit of performing asana?,"the four atages of awareness (mentioned above) - savitarka*, nirvitarka*, savichara* and nirvichara *- are referred to as meditative absorption that contains latent impressions (seeds).",0
671,what is the effect of psychophysical posture?,the body should actualize both steadiness and ease during a psychophysical posture.,0
672,what does practice of psychophysical posture result in?,the body should actualize both steadiness and ease during a psychophysical posture.,0
673,what constitutes pranayama?,"(breath regulation or pranayama* has three dimensions) inhalation, exhalation, and the (various) pauses (kumbhakka*). by paying attention to the place, time and number of each aspects, they become more subtle and extended.",0
674,what constitutes breath control in yoga?,"(breath regulation or pranayama* has three dimensions) inhalation, exhalation, and the (various) pauses (kumbhakka*). by paying attention to the place, time and number of each aspects, they become more subtle and extended.",0
675,what is the prerequsite to the practice of breath control?,"after the psychophysical posture is achieved, breath regulation follows. it happens when inhalations and exhalations are regulated.",0
676,what are the types of pranayama?,"(breath regulation or pranayama* has three dimensions) inhalation, exhalation, and the (various) pauses (kumbhakka*). by paying attention to the place, time and number of each aspects, they become more subtle and extended.",0
677,what are the types of breath control?,"after the psychophysical posture is achieved, breath regulation follows. it happens when inhalations and exhalations are regulated.",0
678,"what are the names, types and details of the breath control?","after the psychophysical posture is achieved, breath regulation follows. it happens when inhalations and exhalations are regulated.",0
679,what is the fourth type of breath control called?,"after the psychophysical posture is achieved, breath regulation follows. it happens when inhalations and exhalations are regulated.",0
680,what constitutes the fourth type of breath control?,"after the psychophysical posture is achieved, breath regulation follows. it happens when inhalations and exhalations are regulated.",0
681,what is the eventual outcome of breath control? ,"after the psychophysical posture is achieved, breath regulation follows. it happens when inhalations and exhalations are regulated.",0
682,what is the benefit of breath control?,"after the psychophysical posture is achieved, breath regulation follows. it happens when inhalations and exhalations are regulated.",0
683,what is the pre-requisite for meditation in yoga?,"social discipline, personal observances, pyscho-physical posture, breath regulation, withdrawl of senses, concentration, meditation and liberation make up the eight limbs of yoga.",0
684,?,contentment brings an unmatched sense of joy.,0
685,what constitutes as withdrawl of the senses for meditation?,"when the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (pratyahara*) happens. ",0
686,what is withdrawl of the senses for meditation?,"when the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (pratyahara*) happens. ",0
687,?,contentment brings an unmatched sense of joy.,0
